,id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier,playerId,playerName,keyPass,assist,type,endY,endX,Angle,Zone,Length,longBall,Cross,throughBall,freeKick,Corner,Penalty,Foul,fastBreak,ownGoal,Yellow,Red,jerseyNum,throwIn,goalKick,Saved,Missed,bigChance,blockedX,blockedY,isHeader,Blocked,h_a
0,2694206925,1,34,16,0,0,dqq34048nqex146r77i5l8twq,Successful,0.0,0.0,2024-06-02T19:51:22.652Z,2024-06-02T19:51:22Z,"[{'id': 5067147495, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0', 'Name': 'Team player formation'}, {'id': 5067147499, 'qualifierId': 197, 'value': '14630', 'Name': 'Team kit'}, {'id': 5067147501, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0', 'Name': 'Resume'}, {'id': 5067147489, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5', 'Name': 'Player position'}, {'id': 5067147487, 'qualifierId': 30, 'value': '15ara0jd9j49swuwoi7z8pzo5, 2q032302ebdlpcuytftf5vpp1, 6oaqk4pdojnlefa3zubsysmvp, 9g7jit9xa9c5b25gfl6wy7kd1, 537yyv46hctf4ig8h7x63cokq, 22zkj62c3nnd2zerfbntlevze, ahsgqqn4mjj7isq2x0fdkl49, 4idetzvjwz78efzrndpox5jv9, 8vzvcjbccc5skj9e7n5f6vd3o, czazwj4nt23bydpdi67i0wga2, bqxs1jhlsp1xlksbhs62syfbo, 4ywn289r9mrs444sgkgduyivo, 9b29l83qhedv79h20lgyu9tqt, eswivc2a0iwwdly6ft8eh0ogl, 1dk0bdadfdnycriqp8u21ulpm, cqx2x7351ie20giqha8hd5djp, 66bdf9l614g2dx43x8003m162, 52rcg38mijjjusfwqxa2l7hex, 2mmmt24h514bl1j112kf99dd5, 4f2bppk56sa7dqgw652x0fzdh', 'Name': 'Involved'}, {'id': 5067147491, 'qualifierId': 59, 'value': '1, 14, 21, 8, 29, 34, 13, 30, 33, 11, 18, 25, 6, 10, 15, 22, 23, 24, 28, 37', 'Name': 'Jersey number'}, {'id': 5067147497, 'qualifierId': 194, 'value': '9g7jit9xa9c5b25gfl6wy7kd1', 'Name': 'Captain'}, {'id': 5067147493, 'qualifierId': 130, 'value': '4', 'Name': 'Team formation'}]",,,,,team_setup,,,,,,,,,,,,,,,,,"1, 14, 21, 8, 29, 34, 13, 30, 33, 11, 18, 25, 6, 10, 15, 22, 23, 24, 28, 37",,,,,,,,,,
1,2694207073,1,34,16,0,0,943ue6l8ylnidoygbi9p8op2h,Successful,0.0,0.0,2024-06-02T19:51:54.196Z,2024-06-02T19:51:54Z,"[{'id': 5067148391, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0', 'Name': 'Team player formation'}, {'id': 5067148389, 'qualifierId': 130, 'value': '17', 'Name': 'Team formation'}, {'id': 5067148395, 'qualifierId': 197, 'value': '3344', 'Name': 'Team kit'}, {'id': 5067148381, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5', 'Name': 'Player position'}, {'id': 5067148393, 'qualifierId': 194, 'value': '4ea0sjczqa5ah1w720zlakkfe', 'Name': 'Captain'}, {'id': 5067148385, 'qualifierId': 59, 'value': '22, 11, 26, 4, 3, 5, 13, 8, 29, 9, 10, 1, 2, 7, 16, 19, 20, 21, 24, 35', 'Name': 'Jersey number'}, {'id': 5067148375, 'qualifierId': 30, 'value': 'cu84s15ig7u7g9iwwcff82yuh, 234q7lf0bx51r8wehvg51r4k5, 2p6uagebunshlw5zmp16748dm, 652d6i0jem2jymjfzd8w0ndn9, 2qa0nfm4bi2wn6b6eajf8980l, 4tz64bm0vbosads0bbsw7n5xx, 2m4iwb3oo5zzfbxrua7ver3kl, 66fdz442trpbwdi3s7i8ktxw5, 4tci69chjeg0ukx8fs4h7r6j9, c267r9oskj83zo9v4vdbvccet, 4ea0sjczqa5ah1w720zlakkfe, 26r7731d42flwc6ikxb90jxlh, erjg1qs9modbqfkfiz6picyqx, 84aebyqt0y9r2jjml4u1z0ij9, e8an897mmidiq51r2wz1c3jdh, 7su9vrjsmo84ae2prlgpc41k9, 3vlv0gwh5fgwri12fkn4k2stm, 8pzkxfe5txe71u08n67d8k1uy, d3gmzmf34c6o8vzngnf7ishlg, 9zuk40rppwiyzn980bw7z1v1m', 'Name': 'Involved'}, {'id': 5067148399, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0', 'Name': 'Resume'}]",,,,,team_setup,,,,,,,,,,,,,,,,,"22, 11, 26, 4, 3, 5, 13, 8, 29, 9, 10, 1, 2, 7, 16, 19, 20, 21, 24, 35",,,,,,,,,,
2,2694232995,2,32,1,0,0,943ue6l8ylnidoygbi9p8op2h,Successful,0.0,0.0,2024-06-02T20:55:56.809Z,2024-06-02T20:57:04Z,"[{'id': 5067299377, 'qualifierId': 127, 'value': 'Left to Right', 'Name': 'Right to Left Left to Right'}]",,,,,start_of_period,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2694232827,2,32,1,0,0,dqq34048nqex146r77i5l8twq,Successful,0.0,0.0,2024-06-02T20:55:56.809Z,2024-06-02T20:57:05Z,"[{'id': 5067298507, 'qualifierId': 127, 'value': 'Right to Left', 'Name': 'Right to Left Left to Right'}]",,,,,start_of_period,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2694250349,465,1,1,0,1,943ue6l8ylnidoygbi9p8op2h,Successful,49.6,50.1,2024-06-02T20:55:57.810Z,2024-06-02T22:02:12Z,"[{'id': 5067392737, 'qualifierId': 141, 'value': '50.6', 'Name': 'Pass End Y'}, {'id': 5067392733, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067392735, 'qualifierId': 140, 'value': '41.8', 'Name': 'Pass End X'}, {'id': 5067392741, 'qualifierId': 213, 'value': '3.10', 'Name': 'Angle'}, {'id': 5067392739, 'qualifierId': 212, 'value': '8.2', 'Name': 'Length'}, {'id': 5067392743, 'qualifierId': 279, 'value': 'S', 'Name': 'not sure!'}]",4tci69chjeg0ukx8fs4h7r6j9,J. Thiaré,,,pass,50.6,41.8,3.1,Back,8.2,,,,,,,,,,,,,,,,,,,,,,h
5,2694233107,3,1,1,1,11,943ue6l8ylnidoygbi9p8op2h,Unsuccessful,69.2,16.7,2024-06-02T20:57:08.772Z,2024-06-02T20:59:14Z,"[{'id': 5067299949, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067299955, 'qualifierId': 212, 'value': '35.6', 'Name': 'Length'}, {'id': 5067299957, 'qualifierId': 213, 'value': '0.70', 'Name': 'Angle'}, {'id': 5067299951, 'qualifierId': 140, 'value': '95.2', 'Name': 'Pass End X'}, {'id': 5067301997, 'qualifierId': 5, 'Name': 'Free kick taken'}, {'id': 5067301999, 'qualifierId': 152, 'Name': 'not sure!'}, {'id': 5067299945, 'qualifierId': 2, 'Name': 'Cross'}, {'id': 5067299959, 'qualifierId': 1, 'Name': 'Long ball'}, {'id': 5067299953, 'qualifierId': 141, 'value': '50.4', 'Name': 'Pass End Y'}, {'id': 5067299947, 'qualifierId': 155, 'Name': 'Chipped'}]",4ea0sjczqa5ah1w720zlakkfe,T. Almada,,,pass,50.4,95.2,0.7,Center,35.6,True,True,,True,,,,,,,,,,,,,,,,,,h
6,2694233115,3,52,1,1,16,dqq34048nqex146r77i5l8twq,Successful,8.0,50.3,2024-06-02T20:57:12.976Z,2024-06-02T20:57:13Z,[],15ara0jd9j49swuwoi7z8pzo5,K. Kahlina,,,keeper_pickup,,,,,,,,,,,,,,,,,,,,,,,,,,,a
7,2694233153,4,1,1,1,21,dqq34048nqex146r77i5l8twq,Successful,9.6,42.1,2024-06-02T20:57:17.872Z,2024-06-02T20:57:20Z,"[{'id': 5067300145, 'qualifierId': 123, 'Name': 'Keeper Throw'}, {'id': 5067300149, 'qualifierId': 140, 'value': '20.3', 'Name': 'Pass End X'}, {'id': 5067300155, 'qualifierId': 213, 'value': '5.26', 'Name': 'Angle'}, {'id': 5067300153, 'qualifierId': 212, 'value': '21.5', 'Name': 'Length'}, {'id': 5067300147, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067300151, 'qualifierId': 141, 'value': '15.2', 'Name': 'Pass End Y'}]",15ara0jd9j49swuwoi7z8pzo5,K. Kahlina,,,pass,15.2,20.3,5.26,Back,21.5,,,,,,,,,,,,,,,,,,,,,,a
8,2694233163,5,1,1,1,23,dqq34048nqex146r77i5l8twq,Successful,24.6,9.5,2024-06-02T20:57:20.608Z,2024-06-02T20:57:24Z,"[{'id': 5067300213, 'qualifierId': 141, 'value': '2.9', 'Name': 'Pass End Y'}, {'id': 5067300217, 'qualifierId': 213, 'value': '5.94', 'Name': 'Angle'}, {'id': 5067300211, 'qualifierId': 140, 'value': '36.4', 'Name': 'Pass End X'}, {'id': 5067300209, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067300215, 'qualifierId': 212, 'value': '13.2', 'Name': 'Length'}]",537yyv46hctf4ig8h7x63cokq,A. Malanda,,,pass,2.9,36.4,5.94,Back,13.2,,,,,,,,,,,,,,,,,,,,,,a
9,2694233171,6,1,1,1,27,dqq34048nqex146r77i5l8twq,Unsuccessful,53.6,1.6,2024-06-02T20:57:24.207Z,2024-06-02T20:57:25Z,"[{'id': 5067300247, 'qualifierId': 56, 'value': 'Right', 'Name': 'Zone'}, {'id': 5067300251, 'qualifierId': 141, 'value': '4.9', 'Name': 'Pass End Y'}, {'id': 5067300253, 'qualifierId': 212, 'value': '18.4', 'Name': 'Length'}, {'id': 5067300255, 'qualifierId': 213, 'value': '0.12', 'Name': 'Angle'}, {'id': 5067300249, 'qualifierId': 140, 'value': '71.0', 'Name': 'Pass End X'}]",2q032302ebdlpcuytftf5vpp1,N. Byrne,,,pass,4.9,71.0,0.12,Right,18.4,,,,,,,,,,,,,,,,,,,,,,a
10,2694233183,4,8,1,1,30,943ue6l8ylnidoygbi9p8op2h,Successful,24.0,92.3,2024-06-02T20:57:27.154Z,2024-06-02T20:57:27Z,"[{'id': 5067300329, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}]",2p6uagebunshlw5zmp16748dm,C. Wiley,,,interception,,,,Back,,,,,,,,,,,,,,,,,,,,,,,h
11,2694233185,5,49,1,1,30,943ue6l8ylnidoygbi9p8op2h,Successful,27.2,92.7,2024-06-02T20:57:27.567Z,2024-06-02T20:57:27Z,[],2p6uagebunshlw5zmp16748dm,C. Wiley,,,ball_recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,h
12,2694233213,6,1,1,1,32,943ue6l8ylnidoygbi9p8op2h,Successful,20.6,93.5,2024-06-02T20:57:29.456Z,2024-06-02T20:57:31Z,"[{'id': 5067300481, 'qualifierId': 141, 'value': '66.3', 'Name': 'Pass End Y'}, {'id': 5067300477, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067300483, 'qualifierId': 212, 'value': '21.5', 'Name': 'Length'}, {'id': 5067300485, 'qualifierId': 213, 'value': '4.17', 'Name': 'Angle'}, {'id': 5067300479, 'qualifierId': 140, 'value': '10.1', 'Name': 'Pass End X'}]",2p6uagebunshlw5zmp16748dm,C. Wiley,,,pass,66.3,10.1,4.17,Back,21.5,,,,,,,,,,,,,,,,,,,,,,h
13,2694233263,7,1,1,1,34,943ue6l8ylnidoygbi9p8op2h,Successful,11.4,68.4,2024-06-02T20:57:31.120Z,2024-06-02T20:57:38Z,"[{'id': 5067300679, 'qualifierId': 1, 'Name': 'Long ball'}, {'id': 5067300673, 'qualifierId': 141, 'value': '89.0', 'Name': 'Pass End Y'}, {'id': 5067300669, 'qualifierId': 56, 'value': 'Left', 'Name': 'Zone'}, {'id': 5067300667, 'qualifierId': 157, 'Name': 'Launch'}, {'id': 5067300675, 'qualifierId': 212, 'value': '53.1', 'Name': 'Length'}, {'id': 5067300677, 'qualifierId': 213, 'value': '0.27', 'Name': 'Angle'}, {'id': 5067300671, 'qualifierId': 140, 'value': '60.2', 'Name': 'Pass End X'}]",cu84s15ig7u7g9iwwcff82yuh,J. Cohen,,,pass,89.0,60.2,0.27,Left,53.1,True,,,,,,,,,,,,,,,,,,,,,h
14,2694233265,8,61,1,1,41,943ue6l8ylnidoygbi9p8op2h,Successful,60.3,87.8,2024-06-02T20:57:37.911Z,2024-06-02T21:08:43Z,"[{'id': 5067300693, 'qualifierId': 56, 'value': 'Left', 'Name': 'Zone'}]",4ea0sjczqa5ah1w720zlakkfe,T. Almada,,,ball_touch,,,,Left,,,,,,,,,,,,,,,,,,,,,,,h
15,2694233291,9,1,1,1,44,943ue6l8ylnidoygbi9p8op2h,Successful,65.6,69.7,2024-06-02T20:57:41.119Z,2024-06-02T21:08:44Z,"[{'id': 5067300823, 'qualifierId': 212, 'value': '7.3', 'Name': 'Length'}, {'id': 5067300819, 'qualifierId': 140, 'value': '58.7', 'Name': 'Pass End X'}, {'id': 5067300821, 'qualifierId': 141, 'value': '69.0', 'Name': 'Pass End Y'}, {'id': 5067300817, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067300825, 'qualifierId': 213, 'value': '3.21', 'Name': 'Angle'}]",4tci69chjeg0ukx8fs4h7r6j9,J. Thiaré,,,pass,69.0,58.7,3.21,Center,7.3,,,,,,,,,,,,,,,,,,,,,,h
16,2694233337,10,1,1,1,47,943ue6l8ylnidoygbi9p8op2h,Successful,58.9,61.4,2024-06-02T20:57:43.920Z,2024-06-02T20:57:48Z,"[{'id': 5067301011, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067301017, 'qualifierId': 212, 'value': '34.0', 'Name': 'Length'}, {'id': 5067301015, 'qualifierId': 141, 'value': '25.2', 'Name': 'Pass End Y'}, {'id': 5067301009, 'qualifierId': 155, 'Name': 'Chipped'}, {'id': 5067301013, 'qualifierId': 140, 'value': '81.3', 'Name': 'Pass End X'}, {'id': 5067301019, 'qualifierId': 213, 'value': '5.48', 'Name': 'Angle'}, {'id': 5067301021, 'qualifierId': 1, 'Name': 'Long ball'}]",4ea0sjczqa5ah1w720zlakkfe,T. Almada,,,pass,25.2,81.3,5.48,Center,34.0,True,,,,,,,,,,,,,,,,,,,,,h
17,2694233357,11,1,1,1,51,943ue6l8ylnidoygbi9p8op2h,Successful,90.3,24.4,2024-06-02T20:57:48.687Z,2024-06-02T20:58:00Z,"[{'id': 5067301283, 'qualifierId': 210, 'value': '13', 'Name': 'Assist'}, {'id': 5067301129, 'qualifierId': 213, 'value': '1.96', 'Name': 'Angle'}, {'id': 5067301123, 'qualifierId': 140, 'value': '86.2', 'Name': 'Pass End X'}, {'id': 5067301125, 'qualifierId': 141, 'value': '39.7', 'Name': 'Pass End Y'}, {'id': 5067301121, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067301127, 'qualifierId': 212, 'value': '11.3', 'Name': 'Length'}, {'id': 5067301285, 'qualifierId': 154, 'Name': 'Intentional assist'}]",234q7lf0bx51r8wehvg51r4k5,B. Lennon,1.0,,pass,39.7,86.2,1.96,Center,11.3,,,,,,,,,,,,,,,,,,,,,,h
18,2694233361,12,13,1,1,55,943ue6l8ylnidoygbi9p8op2h,Successful,86.2,39.7,2024-06-02T20:57:52.543Z,2024-06-02T20:58:35Z,"[{'id': 5067301139, 'qualifierId': 17, 'Name': 'Box-centre'}, {'id': 5067301303, 'qualifierId': 154, 'Name': 'Intentional assist'}, {'id': 5067301311, 'qualifierId': 103, 'value': '63.9', 'Name': 'Goal mouth z co-ordinate'}, {'id': 5067301301, 'qualifierId': 29, 'Name': 'Assisted'}, {'id': 5067301313, 'qualifierId': 328, 'Name': 'not sure!'}, {'id': 5067301137, 'qualifierId': 22, 'Name': 'Regular play'}, {'id': 5067301207, 'qualifierId': 20, 'Name': 'Right footed'}, {'id': 5067301317, 'qualifierId': 231, 'value': '48.7', 'Name': 'not sure!'}, {'id': 5067301309, 'qualifierId': 102, 'value': '44.4', 'Name': 'Goal mouth y co-ordinate'}, {'id': 5067301315, 'qualifierId': 230, 'value': '99.0', 'Name': 'not sure!'}, {'id': 5067301141, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067301305, 'qualifierId': 55, 'value': '11', 'Name': 'Related event ID'}, {'id': 5067302253, 'qualifierId': 74, 'Name': 'High'}]",c267r9oskj83zo9v4vdbvccet,S. Lobjanidze,,,miss,,,,Center,,,,,,,,,,,,,,,,,,,,,,,h
19,2694233335,7,5,1,1,56,dqq34048nqex146r77i5l8twq,Successful,-0.8,54.2,2024-06-02T20:57:53.441Z,2024-06-02T21:12:18Z,"[{'id': 5067301005, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067301165, 'qualifierId': 233, 'value': '13', 'Name': 'not sure!'}, {'id': 5067301007, 'qualifierId': 346, 'Name': 'not sure!'}]",2q032302ebdlpcuytftf5vpp1,N. Byrne,,,out,,,,Back,,,,,,,,,,,,,,,,,,,,,,,a
20,2694233365,13,5,1,1,56,943ue6l8ylnidoygbi9p8op2h,Unsuccessful,100.8,45.8,2024-06-02T20:57:53.441Z,2024-06-02T20:57:54Z,"[{'id': 5067301173, 'qualifierId': 233, 'value': '7', 'Name': 'not sure!'}, {'id': 5067301153, 'qualifierId': 346, 'Name': 'not sure!'}, {'id': 5067301151, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}]",c267r9oskj83zo9v4vdbvccet,S. Lobjanidze,,,out,,,,Center,,,,,,,,,,,,,,,,,,,,,,,h
21,2694233457,8,1,1,2,19,dqq34048nqex146r77i5l8twq,Successful,4.4,59.9,2024-06-02T20:58:16.639Z,2024-06-02T21:08:12Z,"[{'id': 5067301681, 'qualifierId': 213, 'value': '5.22', 'Name': 'Angle'}, {'id': 5067301677, 'qualifierId': 141, 'value': '51.0', 'Name': 'Pass End Y'}, {'id': 5067301671, 'qualifierId': 124, 'Name': 'Goal Kick'}, {'id': 5067301685, 'qualifierId': 237, 'Name': 'not sure!'}, {'id': 5067301675, 'qualifierId': 140, 'value': '7.6', 'Name': 'Pass End X'}, {'id': 5067301673, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067301679, 'qualifierId': 212, 'value': '6.9', 'Name': 'Length'}]",22zkj62c3nnd2zerfbntlevze,A. Privett,,,pass,51.0,7.6,5.22,Back,6.9,,,,,,,,,,,,,,True,,,,,,,,a
22,2694233479,9,1,1,2,20,dqq34048nqex146r77i5l8twq,Successful,7.6,51.0,2024-06-02T20:58:17.632Z,2024-06-02T20:58:20Z,"[{'id': 5067301817, 'qualifierId': 140, 'value': '21.7', 'Name': 'Pass End X'}, {'id': 5067301823, 'qualifierId': 213, 'value': '5.55', 'Name': 'Angle'}, {'id': 5067301815, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067301819, 'qualifierId': 141, 'value': '31.5', 'Name': 'Pass End Y'}, {'id': 5067301821, 'qualifierId': 212, 'value': '19.9', 'Name': 'Length'}]",15ara0jd9j49swuwoi7z8pzo5,K. Kahlina,,,pass,31.5,21.7,5.55,Back,19.9,,,,,,,,,,,,,,,,,,,,,,a
23,2694233487,10,1,1,2,23,dqq34048nqex146r77i5l8twq,Successful,22.8,26.2,2024-06-02T20:58:20.296Z,2024-06-02T20:58:21Z,"[{'id': 5067301861, 'qualifierId': 212, 'value': '14.7', 'Name': 'Length'}, {'id': 5067301855, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067301859, 'qualifierId': 141, 'value': '4.7', 'Name': 'Pass End Y'}, {'id': 5067301863, 'qualifierId': 213, 'value': '4.81', 'Name': 'Angle'}, {'id': 5067301857, 'qualifierId': 140, 'value': '24.2', 'Name': 'Pass End X'}]",9g7jit9xa9c5b25gfl6wy7kd1,A. Westwood,,,pass,4.7,24.2,4.81,Back,14.7,,,,,,,,,,,,,,,,,,,,,,a
24,2694233527,11,1,1,2,24,dqq34048nqex146r77i5l8twq,Successful,24.2,4.7,2024-06-02T20:58:21.608Z,2024-06-02T20:58:29Z,"[{'id': 5067302097, 'qualifierId': 212, 'value': '17.0', 'Name': 'Length'}, {'id': 5067302091, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067302095, 'qualifierId': 141, 'value': '24.3', 'Name': 'Pass End Y'}, {'id': 5067302093, 'qualifierId': 140, 'value': '14.1', 'Name': 'Pass End X'}, {'id': 5067302099, 'qualifierId': 213, 'value': '2.24', 'Name': 'Angle'}]",2q032302ebdlpcuytftf5vpp1,N. Byrne,,,pass,24.3,14.1,2.24,Back,17.0,,,,,,,,,,,,,,,,,,,,,,a
25,2694233551,12,1,1,2,32,dqq34048nqex146r77i5l8twq,Successful,23.8,24.0,2024-06-02T20:58:29.271Z,2024-06-02T20:58:34Z,"[{'id': 5067302213, 'qualifierId': 213, 'value': '2.22', 'Name': 'Angle'}, {'id': 5067302211, 'qualifierId': 212, 'value': '17.3', 'Name': 'Length'}, {'id': 5067302207, 'qualifierId': 140, 'value': '13.8', 'Name': 'Pass End X'}, {'id': 5067302209, 'qualifierId': 141, 'value': '44.2', 'Name': 'Pass End Y'}, {'id': 5067302205, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}]",537yyv46hctf4ig8h7x63cokq,A. Malanda,,,pass,44.2,13.8,2.22,Back,17.3,,,,,,,,,,,,,,,,,,,,,,a
26,2694233573,13,1,1,2,37,dqq34048nqex146r77i5l8twq,Successful,19.3,47.0,2024-06-02T20:58:34.040Z,2024-06-02T20:58:42Z,"[{'id': 5067302309, 'qualifierId': 155, 'Name': 'Chipped'}, {'id': 5067302315, 'qualifierId': 141, 'value': '68.4', 'Name': 'Pass End Y'}, {'id': 5067302317, 'qualifierId': 212, 'value': '29.2', 'Name': 'Length'}, {'id': 5067302311, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}, {'id': 5067302319, 'qualifierId': 213, 'value': '0.52', 'Name': 'Angle'}, {'id': 5067302313, 'qualifierId': 140, 'value': '43.4', 'Name': 'Pass End X'}]",15ara0jd9j49swuwoi7z8pzo5,K. Kahlina,,,pass,68.4,43.4,0.52,Back,29.2,,,,,,,,,,,,,,,,,,,,,,a
27,2694233577,14,61,1,2,40,dqq34048nqex146r77i5l8twq,Unsuccessful,43.4,68.4,2024-06-02T20:58:37.392Z,2024-06-02T20:58:37Z,"[{'id': 5067302327, 'qualifierId': 56, 'value': 'Back', 'Name': 'Zone'}]",4idetzvjwz78efzrndpox5jv9,Júnior Urso,,,ball_touch,,,,Back,,,,,,,,,,,,,,,,,,,,,,,a
28,2694233581,15,83,1,2,41,dqq34048nqex146r77i5l8twq,Unsuccessful,43.4,68.4,2024-06-02T20:58:38.535Z,2024-06-02T20:58:49Z,"[{'id': 5067302627, 'qualifierId': 399, 'value': '2m4iwb3oo5zzfbxrua7ver3kl', 'Name': 'not sure!'}]",4idetzvjwz78efzrndpox5jv9,Júnior Urso,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,a
29,2694233585,14,49,1,2,42,943ue6l8ylnidoygbi9p8op2h,Successful,64.8,30.9,2024-06-02T20:58:38.815Z,2024-06-02T20:58:38Z,[],2m4iwb3oo5zzfbxrua7ver3kl,D. McCarty,,,ball_recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,h
30,2694233593,15,1,1,2,42,943ue6l8ylnidoygbi9p8op2h,Successful,64.8,30.9,2024-06-02T20:58:38.879Z,2024-06-02T20:58:40Z,"[{'id': 5067302405, 'qualifierId': 213, 'value': '5.59', 'Name': 'Angle'}, {'id': 5067302395, 'qualifierId': 140, 'value': '70.4', 'Name': 'Pass End X'}, {'id': 5067302401, 'qualifierId': 212, 'value': '7.7', 'Name': 'Length'}, {'id': 5067302393, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067302397, 'qualifierId': 141, 'value': '23.7', 'Name': 'Pass End Y'}]",2m4iwb3oo5zzfbxrua7ver3kl,D. McCarty,,,pass,23.7,70.4,5.59,Center,7.7,,,,,,,,,,,,,,,,,,,,,,h
31,2694233605,16,1,1,2,43,943ue6l8ylnidoygbi9p8op2h,Successful,71.6,23.7,2024-06-02T20:58:39.999Z,2024-06-02T20:58:41Z,"[{'id': 5067302449, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067302455, 'qualifierId': 212, 'value': '9.1', 'Name': 'Length'}, {'id': 5067302453, 'qualifierId': 141, 'value': '33.6', 'Name': 'Pass End Y'}, {'id': 5067302457, 'qualifierId': 213, 'value': '2.31', 'Name': 'Angle'}, {'id': 5067302451, 'qualifierId': 140, 'value': '65.7', 'Name': 'Pass End X'}]",c267r9oskj83zo9v4vdbvccet,S. Lobjanidze,,,pass,33.6,65.7,2.31,Center,9.1,,,,,,,,,,,,,,,,,,,,,,h
32,2694233599,16,83,1,2,43,dqq34048nqex146r77i5l8twq,Unsuccessful,41.8,71.7,2024-06-02T20:58:40.039Z,2024-06-02T20:58:48Z,"[{'id': 5067302625, 'qualifierId': 399, 'value': '2m4iwb3oo5zzfbxrua7ver3kl', 'Name': 'not sure!'}]",4idetzvjwz78efzrndpox5jv9,Júnior Urso,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,a
33,2694233615,17,1,1,2,44,943ue6l8ylnidoygbi9p8op2h,Successful,64.6,33.9,2024-06-02T20:58:41.168Z,2024-06-02T20:58:44Z,"[{'id': 5067302517, 'qualifierId': 141, 'value': '48.2', 'Name': 'Pass End Y'}, {'id': 5067302515, 'qualifierId': 140, 'value': '65.3', 'Name': 'Pass End X'}, {'id': 5067302513, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}, {'id': 5067302521, 'qualifierId': 213, 'value': '1.50', 'Name': 'Angle'}, {'id': 5067302519, 'qualifierId': 212, 'value': '9.8', 'Name': 'Length'}]",2m4iwb3oo5zzfbxrua7ver3kl,D. McCarty,,,pass,48.2,65.3,1.5,Center,9.8,,,,,,,,,,,,,,,,,,,,,,h
34,2694233623,18,1,1,2,47,943ue6l8ylnidoygbi9p8op2h,Successful,56.0,53.9,2024-06-02T20:58:44.016Z,2024-06-02T20:58:44Z,"[{'id': 5067302555, 'qualifierId': 140, 'value': '66.2', 'Name': 'Pass End X'}, {'id': 5067302561, 'qualifierId': 213, 'value': '0.66', 'Name': 'Angle'}, {'id': 5067302559, 'qualifierId': 212, 'value': '13.5', 'Name': 'Length'}, {'id': 5067302557, 'qualifierId': 141, 'value': '66.1', 'Name': 'Pass End Y'}, {'id': 5067302553, 'qualifierId': 56, 'value': 'Center', 'Name': 'Zone'}]",66fdz442trpbwdi3s7i8ktxw5,T. Muyumba,,,pass,66.1,66.2,0.66,Center,13.5,,,,,,,,,,,,,,,,,,,,,,h
